GKZ,Kreisname,Deutschlandatlas_KRS1222__fl_suv,Deutschlandatlas_KRS1222__fl_landw,Deutschlandatlas_KRS1222__fl_wald,Deutschlandatlas_KRS1222__bev_binw,Deutschlandatlas_KRS1222__bev_ausw,Deutschlandatlas_KRS1222__ko_kasskred,Deutschlandatlas_KRS1222__bev_u18,Deutschlandatlas_KRS1222__bev_18_65,Deutschlandatlas_KRS1222__bev_ue65,Deutschlandatlas_KRS1222__bev_ausl,Deutschlandatlas_KRS1222__mitgl_sportv,Deutschlandatlas_KRS1222__ew_sportv,Deutschlandatlas_KRS1222__wahl_beteil,Deutschlandatlas_KRS1222__preis_miet,Deutschlandatlas_KRS1222__wohn_eigen,Deutschlandatlas_KRS1222__wohn_leer,Deutschlandatlas_KRS1222__wohn_EZFH,Deutschlandatlas_KRS1222__wohn_MFH,Deutschlandatlas_KRS1222__heiz_wohn_best,Deutschlandatlas_KRS1222__heiz_wohn,Deutschlandatlas_KRS1222__bquali_unifh,Deutschlandatlas_KRS1222__bquali_mabschl,Deutschlandatlas_KRS1222__bquali_oabschl,Deutschlandatlas_KRS1222__erw_wachs,Deutschlandatlas_KRS1222__erw_vol,Deutschlandatlas_KRS1222__erw_mini,Deutschlandatlas_KRS1222__erw_minineben,Deutschlandatlas_KRS1222__teilz_insg,Deutschlandatlas_KRS1222__teilz_w,Deutschlandatlas_KRS1222__teilz_m,Deutschlandatlas_KRS1222__erw_bip,Deutschlandatlas_KRS1222__alq,Deutschlandatlas_KRS1222__hh_veink,Deutschlandatlas_KRS1222__elterng_v,Deutschlandatlas_KRS1222__schulden,Deutschlandatlas_KRS1222__grusi_insg,Deutschlandatlas_KRS1222__grusi_w,Deutschlandatlas_KRS1222__grusi_m,Deutschlandatlas_KRS1222__sozsich,Deutschlandatlas_KRS1222__auto,Deutschlandatlas_KRS1222__elade,Deutschlandatlas_KRS1222__eauto,Deutschlandatlas_KRS1222__v_harzt,Deutschlandatlas_KRS1222__v_karzt,Deutschlandatlas_KRS1222__schule_oabschl,Deutschlandatlas_KRS1222__kbetr_u3,Deutschlandatlas_KRS1222__kbetr_ue3,Deutschlandatlas_KRS1222__kbetr_ue6,Deutschlandatlas_KRS1222__kbtr_pers,Deutschlandatlas_KRS1222__kinder_bg,Deutschlandatlas_KRS1222__straft,Deutschlandatlas_KRS1222__einbr,Deutschlandatlas_KRS1221__preis_baul,Deutschlandatlas_KRS1221__pfl_ambu,Deutschlandatlas_KRS1221__pfl_stat,Deutschlandatlas_KRS1221__pfl_geld
07233000,Vulkaneifel,11.2,41.16,46.22,36.91,169.99,453,15.56,59.02,25.41,10.1,31.47,199.13,83.4,"7,00 bis unter 8,50",65.40125954332758,5.71,27.400000000000002,8.6,17.05580693815988,79.8,8.81,70.74,14.56,0.35,-0.1,12.42,9.02,30.9,54.0,9.2,70.84,4.21,25.93,47.6,7.39,2.0,2.1,1.9,4.68,695.3,339.26,2.64,63.099999999999994,37.8,5.3,28.37,91.6,10.75,7.15,7.11,4622.059609189076,72.8520779031553,50 bis unter 100,20.5,15.4,49.7
07235000,Trier-Saarburg,13.11,37.35,47.92,66.16,150.53,299,17.15,61.12,21.73,13.7,28.17,141.69,85.8,"8,50 bis unter 10,00",65.70602210515443,4.91,21.099999999999998,10.3,19.60072106976619,86.1,8.91,67.79,13.97,0.44,2.7,17.99,9.65,33.1,55.9,11.8,70.32,2.87,27.17,33.3,5.52,1.7,1.9,1.5,3.4,674.0,129.48,2.95,51.3,44.6,10.59,40.08,93.71,10.42,7.05,5.18,4511.893929546341,63.04432601065904,100 bis unter 200,17.8,20.5,47.5
07311000,"Frankenthal (Pfalz), kreisfreie Stadt",37.31,57.91,2.12,12.23,95.21,4038,17.49,59.4,23.11,20.86,25.76,91.74,78.8,"8,50 bis unter 10,00",46.84748462457413,3.3,0.0,3.3000000000000003,1.7895220972530002,27.27,15.97,56.58,18.93,1.28,11.0,8.49,6.53,26.5,48.7,10.0,76.73,7.3,24.49,33.7,10.57,3.6,3.6,3.6,9.22,553.2,135.12,2.24,63.7,96.89999999999999,6.71,19.32,87.34,12.7,7.42,15.69,9600.212024219689,73.3929991233614,300 bis unter 500,17.5,17.3,53.2
07312000,"Kaiserslautern, kreisfreie Stadt",29.53,8.23,61.52,-59.37,289.35,5262,15.71,63.61,20.69,21.47,46.38,85.94,77.6,"8,50 bis unter 10,00",32.692916907366346,4.78,10.9,18.1,2.757058683287354,37.58,19.12,56.43,15.81,0.49,2.5,10.84,7.59,30.8,49.8,14.8,72.79,8.06,21.63,32.8,13.05,7.2,7.4,6.9,12.02,494.1,166.05,3.39,57.300000000000004,89.1,8.13,26.87,81.54,14.97,6.64,18.44,11163.907219346425,82.98099340103529,100 bis unter 200,17.2,18.1,50.7
07313000,"Landau in der Pfalz, kreisfreie Stadt",24.95,42.83,31.59,102.71,76.03,234,15.48,64.33,20.19,12.11,29.84,123.92,82.4,"10,00 bis unter 11,50",41.569719809929545,3.57,11.6,61.1,5.431975018312194,19.08,18.03,62.24,14.01,1.98,9.5,10.72,6.98,35.6,55.8,13.9,68.73,5.26,24.27,50.9,7.64,3.1,3.3,3.0,8.34,588.0,269.7,3.58,64.7,88.80000000000001,9.97,37.78,100.54,15.28,6.26,14.58,9731.148918294475,128.12434362528882,300 bis unter 500,26.2,14.2,49.1
07314000,"Ludwigshafen am Rhein, kreisfreie Stadt",61.15,28.52,4.87,-7.35,137.2,3028,18.88,62.3,18.82,29.7,21.12,68.29,74.6,"10,00 bis unter 11,50",33.78645485963742,3.37,3.0,20.299999999999997,1.9463281748101782,27.76,19.86,60.12,12.56,0.66,-4.3,5.88,4.64,24.5,47.2,9.3,92.65,8.94,22.05,29.4,14.28,5.9,5.8,5.9,13.25,482.2,103.52,3.14,63.099999999999994,55.0,10.02,21.63,82.79,18.56,7.27,20.77,9525.148480762058,76.89438498837977,300 bis unter 500,16.1,12.6,58.7
07315000,"Mainz, kreisfreie Stadt",49.21,41.74,4.68,14.74,120.56,670,15.04,67.08,17.88,19.49,34.53,86.15,85.6,"11,50 und mehr",29.023610237136776,2.88,2.3000000000000003,39.1,2.977923288168301,8.66,28.63,49.23,14.35,0.83,-0.9,8.9,6.85,33.4,46.9,19.1,150.77,5.28,24.42,55.2,6.53,5.4,5.4,5.4,8.79,455.4,134.45,3.73,57.400000000000006,96.5,4.03,32.5,92.75,17.71,6.12,15.19,7676.647683992891,42.62033443360296,500 und mehr,20.5,16.8,48.5
07316000,"Neustadt an der Weinstraße, kreisfreie Stadt",20.04,34.94,43.97,57.24,93.18,0,16.52,58.41,25.07,12.82,32.39,94.48,83.5,"8,50 bis unter 10,00",46.834447502949274,5.04,6.3,15.700000000000001,3.5635457458170166,12.61,13.54,63.78,12.2,0.08,-4.6,11.13,7.65,37.4,56.9,14.0,66.7,6.08,29.77,44.9,9.23,3.4,3.5,3.3,8.7,624.0,178.34,3.61,52.9,40.199999999999996,9.3,26.99,100.52,15.15,7.82,14.71,7148.811618902947,87.06767195865211,200 bis unter 300,16.2,12.8,60.4
07317000,"Pirmasens, kreisfreie Stadt",31.85,25.98,41.52,88.98,162.48,8578,15.85,58.4,25.76,15.45,23.61,120.45,73.8,"5,50 bis unter 7,00",38.236428502555206,10.24,6.6000000000000005,0.0,4.8177785148638,51.85,10.85,65.82,17.45,-0.59,-3.7,8.84,5.65,29.9,49.5,9.7,61.88,11.52,21.86,27.4,16.72,5.6,5.2,6.0,14.98,570.9,101.07,2.42,60.8,55.8,7.67,27.43,87.79,17.27,6.32,24.46,8895.826163905413,108.15594120249742,50 bis unter 100,30.9,13.9,42.7
07318000,"Speyer, kreisfreie Stadt",44.86,18.45,24.75,-618.28,829.5,1117,15.9,60.56,23.53,18.15,25.78,70.08,80.2,"8,50 bis unter 10,00",40.822914112936175,3.6,1.6,27.799999999999997,2.7168750237489077,8.61,15.28,61.83,15.52,1.33,6.8,8.02,6.51,34.1,52.0,13.9,75.13,5.7,28.3,46.4,8.67,4.4,4.6,4.2,7.4,585.1,206.52,2.93,62.300000000000004,77.2,3.07,31.43,94.36,27.05,6.53,9.75,15731.58386544152,83.7097025385454,300 bis unter 500,18.1,21.8,48.7
07319000,"Worms, kreisfreie Stadt",30.38,60.25,4.25,-24.1,146.73,3009,17.83,61.16,21.01,20.99,35.98,119.32,78.1,"8,50 bis unter 10,00",40.333820662768034,4.54,2.7,5.6000000000000005,3.812943101254317,67.14,11.85,58.21,20.0,0.76,0.7,9.25,6.3,27.9,48.9,10.6,81.61,7.94,22.79,30.0,11.99,5.9,6.2,5.5,11.02,543.5,87.96,2.61,55.0,47.5,8.67,22.3,88.16,14.53,7.17,17.19,7545.542612763746,51.981192259527916,200 bis unter 300,24.6,15.3,46.9
07320000,"Zweibrücken, kreisfreie Stadt",28.07,45.58,25.07,49.81,149.71,5097,16.03,60.02,23.95,13.31,33.08,173.74,79.5,"5,50 bis unter 7,00",47.154570300637715,6.17,9.0,1.7000000000000002,3.517947588636864,91.89,10.81,65.89,12.7,0.01,3.5,8.67,5.75,27.9,52.2,8.8,86.61,6.54,23.64,35.0,10.25,4.1,4.6,3.5,9.54,630.6,407.73,3.06,63.0,64.9,7.06,31.48,86.88,19.65,6.68,15.12,7013.378120113512,69.49672786239648,50 bis unter 100,22.5,14.5,52.6
07331000,Alzey-Worms,15.54,76.37,5.75,30.03,81.19,415,17.66,60.62,21.72,11.13,43.61,131.29,85.8,"8,50 bis unter 10,00",64.00431356860835,4.22,25.0,14.5,9.325101816536298,51.34,10.7,58.15,15.8,0.46,2.6,12.01,9.06,36.8,58.5,16.5,76.63,4.01,26.35,42.3,7.36,2.3,2.5,2.1,5.54,662.1,100.92,3.35,60.9,45.599999999999994,5.2,32.05,96.18,13.64,7.61,8.51,3721.2530934991246,52.8158387155188,200 bis unter 300,21.3,12.2,53.8
07332000,Bad Dürkheim,13.42,33.62,52.17,67.78,92.31,1021,16.04,58.8,25.15,9.77,31.7,115.95,85.9,"8,50 bis unter 10,00",62.782989267727565,4.7,14.1,13.3,7.295402553317098,51.76,11.09,63.56,15.14,0.42,-0.4,13.85,9.82,36.3,56.9,14.5,67.45,4.15,30.13,43.3,7.21,2.1,2.1,2.0,5.2,690.0,115.48,3.5,61.5,38.8,9.51,33.86,96.66,14.86,7.23,8.22,5003.493229081504,83.9861460021108,200 bis unter 300,17.0,15.6,56.0
07333000,Donnersbergkreis,11.47,53.03,34.12,49.47,93.69,2438,16.96,59.74,23.31,9.52,34.91,158.78,81.9,"7,00 bis unter 8,50",65.50581915846017,5.63,17.1,7.199999999999999,13.203988143357586,52.43,11.16,64.88,14.33,0.18,-3.9,11.65,7.78,32.3,56.6,11.3,71.26,5.33,25.42,42.4,9.29,2.5,2.6,2.3,6.32,681.7,69.59,2.92,48.9,28.1,9.08,35.34,90.48,9.83,6.96,8.97,4336.815032542515,69.54650430401007,100 bis unter 200,12.7,17.6,56.2
07334000,Germersheim,16.29,37.58,40.78,40.83,98.4,565,17.52,61.34,21.14,14.12,41.21,147.56,83.4,"8,50 bis unter 10,00",59.41486908848695,3.87,19.099999999999998,29.700000000000003,8.227084907632202,55.64,11.53,66.5,13.19,0.41,-0.6,8.92,7.67,24.8,53.1,8.4,98.72,4.15,25.67,42.9,7.27,2.4,2.8,2.0,5.63,648.1,70.63,3.27,52.199999999999996,35.2,5.52,31.23,93.71,19.13,7.15,8.86,5342.029007668606,94.8062969730796,200 bis unter 300,9.9,11.7,66.7
07335000,Kaiserslautern,15.9,32.47,50.66,-2.13,140.28,2465,18.94,58.24,22.82,11.81,39.2,169.11,84.6,"7,00 bis unter 8,50",65.74568419303239,5.61,11.6,0.0,9.09122179416621,63.2,9.27,60.17,13.86,0.73,1.6,13.34,8.55,33.4,54.2,12.9,73.0,5.0,24.2,47.5,8.53,2.0,2.0,1.8,5.72,648.3,83.9,2.97,64.1,34.5,8.05,23.33,77.5,9.7,6.52,8.61,5104.6056036076,51.748355141568716,100 bis unter 200,18.5,13.4,55.9
07336000,Kusel,12.84,48.46,36.89,181.63,95.02,4176,16.34,58.58,25.07,9.34,36.26,242.09,82.8,"7,00 bis unter 8,50",71.74593338497289,7.05,13.700000000000001,3.5999999999999996,15.094237873109176,87.9,7.81,71.79,13.82,-0.94,-1.8,14.79,8.75,40.1,60.9,14.2,72.82,4.53,23.82,48.2,9.12,2.1,2.2,1.9,6.31,675.6,63.0,2.1,56.7,30.5,10.15,23.48,81.75,11.08,6.97,10.39,6915.563516274384,68.56791021801797,50 bis unter 100,20.4,11.6,55.6
07337000,Südliche Weinstraße,12.86,40.79,45.54,49.99,118.71,129,16.23,59.43,24.33,9.46,36.94,171.36,83.5,"8,50 bis unter 10,00",63.64571406392516,5.38,18.0,26.099999999999998,11.918020653438127,59.29,12.14,65.61,14.64,0.79,5.0,12.24,8.92,33.6,56.1,12.1,71.57,4.24,27.42,51.0,6.4,1.9,2.0,1.8,5.45,701.3,109.59,3.45,61.2,35.9,7.09,33.06,96.17,11.01,7.27,8.93,5062.549386936101,77.2433876996564,200 bis unter 300,16.8,8.5,63.5
07338000,Rhein-Pfalz-Kreis,22.69,53.33,17.86,18.02,82.61,32,17.6,58.91,23.49,11.64,34.15,124.42,84.9,"8,50 bis unter 10,00",64.52740612861459,3.68,7.199999999999999,6.0,5.367532905838677,69.76,10.56,58.4,15.43,0.27,-1.6,11.98,9.05,30.8,54.4,11.4,74.64,4.0,30.13,39.4,6.22,1.4,1.5,1.3,4.34,659.4,127.31,3.27,52.599999999999994,29.0,4.54,31.84,95.18,15.88,7.31,7.47,4222.651214397034,94.91986326408886,300 bis unter 500,16.7,12.9,59.9
07339000,Mainz-Bingen,18.83,60.86,16.71,25.4,121.47,52,17.69,60.21,22.1,12.06,40.41,126.08,85.9,"8,50 bis unter 10,00",57.86979400964566,4.58,11.799999999999999,15.700000000000001,7.03831088181905,62.33,20.62,57.9,12.45,1.42,5.2,12.31,9.76,30.9,50.5,13.0,114.05,4.21,29.76,51.7,6.35,2.3,2.6,2.1,5.58,672.9,115.9,3.7,62.599999999999994,45.0,6.72,39.77,92.47,16.52,6.82,8.36,4117.274875783911,52.10562554664384,300 bis unter 500,16.0,16.7,53.9
07340000,Südwestpfalz,10.51,24.93,63.97,27.4,57.75,137,14.9,58.34,26.76,5.52,40.02,221.29,85.2,"5,50 bis unter 7,00",73.13086303939963,6.33,13.5,2.3000000000000003,15.552054396948463,80.67,6.67,70.97,14.38,-0.46,-0.5,15.27,10.19,35.2,58.8,12.1,71.56,4.02,27.4,46.2,6.89,1.1,1.1,1.2,3.64,718.7,72.09,2.54,63.2,25.4,7.24,36.86,90.74,19.79,6.74,5.01,3011.622883275904,52.687594179074594,50 bis unter 100,22.0,9.3,58.3
08111000,"Stuttgart, Stadtkreis",51.77,22.68,23.98,-82.06,191.38,0,15.67,66.1,18.23,27.01,41.89,45.67,82.9,"11,50 und mehr",29.88788806064267,3.55,1.6,10.600000000000001,3.312300832607161,48.65,36.16,46.2,11.83,0.98,0.7,6.28,6.61,26.1,42.0,12.4,109.18,5.06,30.04,54.9,7.84,5.7,5.8,5.5,8.53,473.5,491.43,5.94,57.199999999999996,62.800000000000004,7.57,39.93,91.5,17.98,4.96,13.28,8781.809706651498,89.11853238842407,500 und mehr,19.7,18.1,48.2
08115000,Böblingen,23.21,40.86,34.62,-6.15,145.44,5,18.45,60.99,20.56,20.62,26.84,58.72,84.5,"11,50 und mehr",55.78156002339691,4.02,9.8,16.4,9.017850907586771,55.98,26.85,54.41,12.82,0.45,0.0,8.25,8.35,22.8,46.9,8.0,128.23,3.4,28.64,52.7,5.53,2.2,2.5,1.9,5.11,658.7,388.83,6.01,51.0,43.2,6.88,28.15,89.88,13.92,6.25,7.79,3891.5709812108557,47.424522241850006,500 und mehr,17.9,15.0,53.3
08116000,Esslingen,25.06,43.95,29.27,22.68,125.02,0,17.26,61.77,20.96,19.32,27.93,69.97,84.7,"11,50 und mehr",51.945579343029905,3.95,7.4,22.3,9.725820379965459,53.92,21.91,56.84,13.42,0.88,2.8,9.59,9.47,26.3,48.6,9.6,94.31,3.75,28.08,50.4,6.12,2.4,2.6,2.2,5.73,635.9,172.75,4.3,55.5,45.0,5.28,27.08,90.38,14.45,6.39,8.35,4286.909552668698,40.16837397681711,500 und mehr,18.5,16.0,52.1
08117000,Göppingen,16.88,49.6,32.28,19.44,120.14,87,17.48,60.41,22.11,19.07,32.27,88.98,82.4,"10,00 bis unter 11,50",57.41938283928649,4.85,9.6,15.4,11.114163145606282,57.25,13.46,65.18,14.29,0.43,-4.0,10.3,9.65,29.0,52.5,9.1,74.92,4.42,28.92,43.0,6.89,2.4,2.6,2.1,6.38,647.6,200.21,3.28,52.599999999999994,37.3,7.46,23.23,89.85,14.24,7.29,9.89,3879.9802945882675,42.38954849402536,200 bis unter 300,21.8,15.8,50.4
08118000,Ludwigsburg,25.15,54.15,18.28,-10.62,132.62,12,18.04,61.55,20.41,20.03,31.55,81.3,85.0,"11,50 und mehr",55.02532668954594,4.17,6.4,15.8,7.585596792075995,50.94,23.79,55.21,13.57,0.88,1.8,8.82,9.18,26.6,48.9,9.1,97.17,3.57,29.19,51.7,6.18,2.2,2.4,2.0,5.14,613.2,164.17,3.84,59.900000000000006,44.3,6.05,28.52,93.45,13.63,6.17,7.58,3774.4237829166445,51.90082224694266,500 und mehr,17.5,16.1,53.5
08119000,Rems-Murr-Kreis,18.09,41.49,39.28,29.3,107.49,20,17.62,60.76,21.62,17.69,29.7,70.77,83.9,"11,50 und mehr",55.15520556725575,4.01,10.0,27.9,10.141926995153003,46.83,16.27,60.76,14.6,0.79,1.6,10.57,10.45,29.6,52.1,10.6,79.99,3.79,27.29,49.5,6.44,2.6,2.8,2.2,6.31,629.2,154.51,3.64,55.599999999999994,44.1,6.22,26.19,90.55,16.37,6.53,9.22,4355.7193967580715,48.7977483655067,300 bis unter 500,18.1,16.7,51.4
08121000,"Heilbronn, Stadtkreis",36.26,46.36,14.64,9.04,215.3,0,18.02,62.74,19.23,29.19,34.11,53.77,76.9,"11,50 und mehr",41.86390286843722,4.15,6.4,24.2,5.034842111871429,24.74,19.45,58.03,15.24,-0.26,-2.6,9.64,9.43,27.9,46.0,10.3,81.0,5.46,24.3,40.5,10.25,5.0,5.1,4.8,8.63,536.1,417.01,2.98,62.1,62.199999999999996,6.69,24.12,92.95,11.37,5.96,12.32,8275.28168684838,45.19457041781601,500 und mehr,18.1,18.7,51.9
08125000,Heilbronn,17.96,54.75,25.58,40.0,125.11,5,18.12,61.88,20.0,16.65,32.0,86.9,84.5,"10,00 bis unter 11,50",61.61059595715024,4.66,16.200000000000003,18.700000000000003,13.692782960638239,82.59,18.82,61.61,12.37,1.48,5.2,8.55,8.57,22.4,45.7,6.7,128.99,3.39,27.76,49.3,6.37,2.0,2.2,1.8,4.96,718.2,266.68,3.77,53.3,42.699999999999996,6.82,24.66,89.87,13.47,6.69,7.19,3659.106155688216,32.268747717835275,300 bis unter 500,16.9,16.1,55.3
08126000,Hohenlohekreis,13.67,56.23,28.23,45.45,129.49,0,17.76,61.87,20.37,13.72,32.94,95.6,83.7,"8,50 bis unter 10,00",61.77222777222777,4.82,22.5,21.400000000000002,23.899406191247373,75.89,12.49,67.29,14.07,1.33,4.8,7.49,7.64,21.6,45.9,5.9,86.3,3.07,26.9,54.9,5.57,2.2,2.4,1.8,3.73,754.6,326.87,4.49,56.900000000000006,52.599999999999994,7.34,23.15,89.06,11.62,7.82,4.57,3721.4395591980046,45.192633600723084,200 bis unter 300,24.4,16.4,49.7
08127000,Schwäbisch Hall,12.16,54.44,31.77,32.59,154.02,33,18.25,61.67,20.08,14.53,33.59,81.84,82.5,"8,50 bis unter 10,00",60.7576504580529,5.15,21.400000000000002,16.4,20.443652712389195,66.49,12.78,65.54,14.0,1.19,4.3,9.54,9.48,26.0,49.3,7.9,87.48,3.35,27.1,56.9,5.91,2.5,2.8,2.0,5.2,667.3,207.38,3.42,59.1,38.9,7.85,20.85,90.4,11.92,7.75,6.75,3500.399341333307,17.74850370253508,100 bis unter 200,16.3,18.3,52.0
08128000,Main-Tauber-Kreis,11.07,57.51,29.61,55.96,127.8,1,16.71,59.78,23.51,12.0,43.09,155.85,84.1,"7,00 bis unter 8,50",60.26585943669387,6.32,19.7,7.1,19.649906890130353,78.73,12.4,70.09,12.57,0.39,0.2,9.41,7.77,28.6,53.2,8.2,77.62,3.13,26.4,58.7,5.23,2.0,2.3,1.7,4.52,683.4,199.31,2.79,60.8,48.2,8.68,30.01,89.77,14.1,7.5,6.84,4415.006122676166,26.717132361126573,100 bis unter 200,21.4,17.8,49.7
08135000,Heidenheim,13.14,41.99,43.0,26.88,169.66,6,17.52,60.42,22.06,18.49,37.0,101.46,81.4,"8,50 bis unter 10,00",58.5523095877002,4.92,16.0,11.5,9.471164446124288,67.65,15.74,63.09,14.83,0.24,0.8,9.59,9.25,27.4,50.9,7.9,78.28,4.28,25.32,45.9,7.43,1.9,2.3,1.5,5.46,645.6,124.96,2.45,57.400000000000006,45.8,8.91,25.06,88.94,18.37,7.57,8.21,3337.653201021957,41.4707298107898,100 bis unter 200,14.3,18.1,52.7
08136000,Ostalbkreis,13.37,46.16,39.33,-111.75,278.1,376,17.49,61.12,21.4,13.19,38.87,111.69,84.0,"10,00 bis unter 11,50",60.18364949994661,5.02,17.4,19.4,15.695581557227618,65.42,17.81,64.84,12.42,0.82,2.0,9.66,8.21,26.4,50.4,8.0,91.97,3.38,27.7,48.8,5.77,2.2,2.4,2.0,4.84,662.3,157.6,3.12,55.9,45.300000000000004,6.59,24.92,90.95,13.65,7.21,7.13,3808.454123661347,19.71022835707425,200 bis unter 300,16.0,18.1,54.2
08211000,"Baden-Baden, Stadtkreis",14.88,22.03,61.62,-3.86,346.16,0,15.4,58.51,26.08,23.85,39.27,105.22,80.1,"10,00 bis unter 11,50",40.05445786497242,5.45,7.0,37.5,6.990540323873658,35.43,18.2,63.8,11.1,0.26,-2.8,9.66,8.84,31.1,48.6,11.0,77.47,6.07,31.89,39.6,8.69,6.3,6.8,5.6,8.79,630.3,212.29,4.04,76.39999999999999,82.0,6.34,30.62,83.89,12.62,6.17,12.68,8045.594037702762,105.2170100832968,300 bis unter 500,20.0,17.8,50.6
08212000,"Karlsruhe, Stadtkreis",46.8,22.48,26.05,-83.02,191.31,201,14.49,66.41,19.1,20.09,32.56,68.03,83.1,"11,50 und mehr",27.897722516628782,3.37,3.5999999999999996,13.4,2.5163700340100235,32.7,27.89,52.64,12.81,0.67,-0.1,6.97,6.47,29.1,46.4,13.5,101.99,4.58,26.19,56.7,7.49,5.5,5.6,5.5,7.22,456.0,130.11,4.55,57.300000000000004,69.6,6.52,40.42,93.78,25.59,5.76,10.51,8876.701856452883,77.74362097393322,500 und mehr,17.4,18.5,51.5
08215000,Karlsruhe,18.59,44.05,34.01,24.17,138.49,16,17.13,60.94,21.93,15.62,36.11,117.24,84.5,"10,00 bis unter 11,50",57.87991427397681,4.27,13.200000000000001,20.6,10.052150814769407,59.44,18.56,58.32,14.65,1.09,3.9,11.09,9.39,27.8,50.9,10.3,81.75,3.52,27.09,50.6,6.29,1.8,1.9,1.6,4.49,632.0,168.66,3.64,53.6,44.6,6.93,32.47,90.68,16.31,6.71,6.98,3744.2835994571205,41.79378944288879,200 bis unter 300,15.5,15.7,56.6
08216000,Rastatt,14.54,30.35,50.77,38.09,113.58,3,16.88,60.55,22.57,16.59,41.12,120.86,81.9,"8,50 bis unter 10,00",56.61925497727661,4.62,9.5,13.200000000000001,11.743703220460015,87.25,13.11,65.43,14.24,0.42,-2.3,9.22,8.6,23.4,49.6,6.5,95.63,3.77,26.36,47.2,6.34,2.4,2.7,2.1,5.46,656.5,201.85,3.72,56.8,40.8,7.09,33.18,88.61,15.56,6.82,8.4,4492.703665402734,81.70873389763427,200 bis unter 300,14.8,13.8,59.7
08221000,"Heidelberg, Stadtkreis",30.58,26.21,40.53,-895.53,1078.98,0,14.75,68.13,17.11,20.9,31.42,74.57,85.5,"11,50 und mehr",23.85122325539406,3.61,1.9,25.9,1.9457751000049386,12.0,35.38,47.07,11.98,0.97,2.1,9.3,6.15,33.0,45.6,18.2,78.78,4.78,27.23,59.1,5.12,5.0,4.7,5.4,6.23,375.7,255.84,4.06,66.2,86.6,2.13,51.13,84.53,14.46,4.95,8.99,8636.680162442304,43.13718240249456,500 und mehr,13.7,18.8,56.7
08222000,"Mannheim, Stadtkreis",58.18,23.77,12.5,-32.89,162.03,0,15.99,65.87,18.15,26.2,19.66,59.58,78.4,"10,00 bis unter 11,50",26.374572042371675,4.52,4.4,24.6,1.5113233351104518,9.88,24.07,53.06,14.13,0.66,-2.0,7.48,6.41,26.6,44.6,12.5,92.88,7.17,25.07,42.2,11.28,5.7,5.8,5.5,11.08,498.0,141.34,3.63,64.4,75.4,8.54,29.85,79.73,27.84,6.19,19.11,9796.421531655438,63.38059412968937,300 bis unter 500,14.7,14.8,58.2
08225000,Neckar-Odenwald-Kreis,11.07,45.38,42.24,36.91,120.28,7,16.82,60.42,22.76,12.15,48.45,171.83,82.0,"7,00 bis unter 8,50",63.88458589557027,5.69,20.0,8.100000000000001,18.809748023856404,92.91,9.95,69.07,15.24,0.26,1.3,10.37,8.35,30.1,55.1,8.0,72.32,3.68,25.18,51.1,6.46,2.4,2.5,2.2,4.9,669.0,152.39,2.8,55.4,41.900000000000006,8.17,27.1,90.78,12.33,8.13,6.46,4267.559264019575,35.7405510918051,50 bis unter 100,22.5,16.6,49.9
08226000,Rhein-Neckar-Kreis,20.19,41.33,35.77,27.1,118.92,0,17.31,60.34,22.35,14.46,37.37,116.68,84.3,"10,00 bis unter 11,50",53.09959110776895,4.3,13.3,12.0,8.616239898385583,68.74,24.53,54.36,12.84,1.07,6.0,10.57,8.81,29.6,50.7,12.0,98.01,4.07,28.29,47.6,6.4,2.5,2.6,2.4,5.73,648.8,119.04,4.65,62.5,51.0,7.16,34.4,90.87,16.23,6.11,8.33,4306.277820193319,59.60183811348478,300 bis unter 500,16.4,14.0,59.1
08231000,"Pforzheim, Stadtkreis",32.48,15.22,51.43,2.42,184.98,0,18.74,61.21,20.06,30.08,23.73,77.44,75.7,"8,50 bis unter 10,00",34.20727996447193,3.88,5.6000000000000005,22.9,4.352668067885936,32.6,16.83,60.68,16.37,0.49,-5.2,8.44,8.22,29.4,46.2,11.8,80.71,6.13,22.61,38.8,12.55,4.4,4.4,4.4,11.04,494.9,170.26,3.36,60.099999999999994,59.900000000000006,7.94,20.88,79.33,29.37,6.59,17.52,7903.855329333824,65.70250842791106,300 bis unter 500,12.0,17.8,57.1
08235000,Calw,11.63,25.51,61.73,40.1,114.83,71,17.7,60.71,21.59,17.33,31.55,116.06,83.0,"8,50 bis unter 10,00",59.852110219741895,6.21,20.5,20.099999999999998,18.167821401077752,86.57,11.8,67.65,14.11,0.77,0.9,11.32,11.34,31.2,53.4,9.1,75.98,3.61,26.61,46.8,7.26,2.0,2.2,1.8,4.5,673.7,197.91,4.52,54.3,29.0,6.62,25.9,91.02,13.45,7.18,6.38,2944.3731463344243,30.08848470706711,200 bis unter 300,16.1,18.6,53.1
08236000,Enzkreis,16.57,43.66,38.28,37.82,94.8,15,17.75,60.25,22.0,14.75,37.08,125.41,85.0,"8,50 bis unter 10,00",63.4226997585619,5.17,13.5,7.7,13.99887208844529,82.98,12.04,67.11,15.0,0.97,4.2,10.16,9.54,25.8,50.3,7.9,77.44,2.92,28.26,53.7,6.07,1.3,1.4,1.2,4.1,674.9,139.59,3.68,50.9,36.4,7.07,26.94,89.4,15.41,7.39,6.17,2649.8992771655408,31.105581230003555,200 bis unter 300,24.5,14.8,49.9
