GKZ,Gemeindename,Deutschlandatlas_GEM1223__st_einnkr,Deutschlandatlas_GEM1223__v_breitb50,Deutschlandatlas_GEM1223__v_breitb1000,Deutschlandatlas_GEM1222__bev_dicht,Deutschlandatlas_GEM1222__bev_entw,Deutschlandatlas_GEM1222__beschq_insg,Deutschlandatlas_GEM1222__beschq_w,Deutschlandatlas_GEM1222__beschq_m,Deutschlandatlas_GEM1222__v_gsm,Deutschlandatlas_GEM1222__v_lte,Deutschlandatlas_GEM1222__v_5g,Deutschlandatlas_GEM1222__p_markt,Deutschlandatlas_GEM1222__p_hbad,Deutschlandatlas_GEM1222__p_freibad,Deutschlandatlas_GEM1222__p_notfall,Deutschlandatlas_GEM1222__p_grunds,Deutschlandatlas_GEM1222__p_sek_1,Deutschlandatlas_GEM1222__p_sek_2,Deutschlandatlas_GEM1221__p_nelade,Deutschlandatlas_GEM1221__p_selade,Deutschlandatlas_GEM1221__p_harzt,Deutschlandatlas_GEM1220__p_apo,Deutschlandatlas_GEM1218__luftrtng,Deutschlandatlas_GEM1218__p_poli
13076167,Kloster Tempzin,742.0,76.58,76.58,22.36,-0.46,71.47,69.41,73.53,100.0,100.0,97.5,9.15,35.65,13.56,26.6287805,10.47,10.68,18.54,10.42,29.36,8.3,9.84,8.96,10.29
13076168,Ruhner Berge,852.0,69.76,40.9,19.86,0.3,69.67,66.04,73.31,100.0,99.9,97.2,5.19,35.91,14.13,18.5959542,6.15,7.41,16.24,15.5,21.35,3.8,5.4,,
13076169,Toddin,843.0,72.66,0.0,28.62,-0.18,70.79,72.44,69.23,100.0,99.2,97.5,10.53,42.34,16.32,10.3361194,10.28,10.28,15.04,10.37,18.81,10.8,10.2,,
14511000,"Chemnitz, Stadt",1099.0,95.62,88.79,1124.57,0.14,67.21,66.16,68.17,100.0,100.0,99.7,2.99,7.6,7.44,9.90985885,3.34,5.49,6.98,4.09,5.52,2.3,3.31,9.01,6.69
14521010,Amtsberg,685.0,96.54,91.75,157.54,-0.38,75.72,74.4,76.99,100.0,100.0,100.0,4.06,9.35,5.44,11.9176724,5.11,8.84,7.44,4.13,8.6,2.7,5.59,10.16,7.9
14521020,"Annaberg-Buchholz, Stadt",1125.0,99.41,14.66,688.53,-0.62,72.55,69.89,75.09,100.0,99.9,99.4,2.31,6.23,6.17,6.22223744,3.29,4.49,5.27,3.65,4.96,2.5,3.16,11.03,4.9
14521030,"Aue, Stadt",,,,,,,,,,,,,,,,,,,,,,,5.89,4.07
14521035,"Aue-Bad Schlema, Stadt",1371.0,97.91,41.98,545.26,-0.89,71.03,69.61,72.39,100.0,100.0,99.4,2.91,5.11,7.22,7.08187726,3.74,5.5,6.26,4.79,5.54,3.2,3.67,,
14521040,Auerbach,528.0,99.57,46.6,284.66,-1.15,76.5,79.55,73.68,100.0,100.0,98.5,2.73,8.27,6.135,19.8002083,2.06,2.7,17.64,7.66,11.02,1.9,2.03,8.5,6.66
14521050,Bad Schlema,,,,,,,,,,,,,,,,,,,,,,,5.06,5.26
14521060,Bärenstein,608.0,99.56,54.05,410.42,-0.86,75.3,76.48,74.22,100.0,99.5,97.7,4.02,10.04,7.925,14.9748193,3.31,9.19,12.37,9.82,13.86,2.9,3.11,12.23,10.41
14521080,Bockau,552.0,94.06,43.04,114.99,-0.66,75.86,77.18,74.61,100.0,97.7,91.8,2.51,14.86,4.555,15.6130769,3.01,9.32,14.49,8.94,12.87,2.4,2.3,6.98,10.88
14521090,Börnichen/Erzgeb.,621.0,100.0,96.16,61.68,-0.79,78.19,80.57,76.01,100.0,79.8,56.5,5.59,13.64,6.72,11.1088462,6.34,9.94,12.6,5.65,20.95,2.1,6.42,12.4,8.78
14521110,Breitenbrunn/Erzgeb.,694.0,97.37,52.47,84.73,-0.96,73.07,73.23,72.93,99.7,85.8,54.8,4.62,8.37,14.41,11.738355,6.29,6.9,15.5,10.25,15.44,4.7,6.14,9.28,12.55
14521120,Burkhardtsdorf,810.0,95.26,33.02,284.4,-0.58,75.79,76.38,75.25,100.0,100.0,99.3,3.28,10.95,4.83,18.92625,4.33,10.84,13.25,4.71,13.2,2.8,4.29,8.6,5.08
14521130,Crottendorf,779.0,92.02,0.0,108.73,-0.72,75.91,75.63,76.16,100.0,91.0,86.1,2.43,16.23,2.98,18.9110526,3.2,7.2,15.19,7.62,16.97,2.5,2.79,10.71,15.87
14521140,Deutschneudorf,3439.0,75.51,0.0,115.01,-1.93,76.06,75.32,76.74,100.0,82.5,52.0,8.26,15.2,14.02,16.0969014,8.4,14.34,17.03,7.71,37.16,6.3,6.88,14.99,12.31
14521150,Drebach,1074.0,81.03,11.22,153.53,-0.26,76.97,74.53,79.19,100.0,99.6,90.7,4.33,10.09,6.58,13.6301527,3.82,9.11,11.04,3.41,8.9,3.3,6.47,10.46,7.34
14521160,"Ehrenfriedersdorf, Stadt",1042.0,97.36,30.54,285.78,-0.91,75.09,75.53,74.67,100.0,100.0,99.1,2.2,9.37,2.41,11.0838462,2.45,2.56,15.63,2.59,10.99,1.9,2.41,9.58,2.99
14521170,"Eibenstock, Stadt",915.0,97.86,42.27,62.68,-1.07,72.84,72.39,73.26,99.7,95.8,57.1,5.32,9.83,14.98,21.6001579,6.32,8.33,20.16,7.99,9.98,3.5,7.21,7.74,8.23
14521180,"Elterlein, Stadt",867.0,89.99,59.57,60.47,-0.62,76.73,75.17,78.19,100.0,99.9,99.0,7.51,12.23,7.0,15.9812389,4.04,9.44,12.96,8.12,14.14,1.9,3.61,8.79,8.67
14521200,Gelenau/Erzgeb.,720.0,97.06,47.92,194.83,-0.33,75.3,74.14,76.36,100.0,96.3,94.0,2.12,3.37,4.02,17.9258974,3.12,9.62,14.77,2.39,3.28,2.8,3.03,9.2,8.83
14521210,"Geyer, Stadt",782.0,28.04,0.65,181.36,-0.86,65.23,62.98,67.45,100.0,97.6,95.3,2.0,4.96,6.46,12.3634375,2.22,7.42,13.02,6.22,12.62,2.6,2.07,8.69,6.45
14521220,Gornau/Erzgeb.,898.0,60.26,27.55,189.48,-0.45,75.58,77.54,73.8,100.0,97.4,95.1,4.51,7.66,5.14,12.436087,4.41,7.71,8.69,5.25,12.25,3.5,4.53,11.03,7.41
14521230,Gornsdorf,991.0,99.65,97.12,459.67,-0.14,75.66,76.35,75.0,100.0,100.0,99.8,1.75,12.78,3.65,17.7268421,2.24,5.84,17.21,7.2,15.43,2.6,2.53,8.02,2.64
14521240,Großolbersdorf,584.0,62.59,4.17,120.74,-0.82,79.06,78.93,79.19,100.0,99.9,97.5,3.37,7.5,9.47,9.97840426,4.24,10.81,9.97,6.16,14.85,3.3,4.32,11.51,8.5
14521250,Großrückerswalde,848.0,98.43,2.29,126.0,-0.46,76.13,73.28,78.93,100.0,100.0,98.9,5.71,9.58,8.475,16.7167826,4.21,8.56,10.38,8.23,16.26,6.0,5.99,12.3,7.76
14521260,"Grünhain-Beierfeld, Stadt",903.0,97.27,49.11,256.72,-0.8,78.55,78.71,78.41,100.0,99.7,99.5,2.64,5.57,5.145,12.4541284,3.36,4.64,11.39,5.39,10.93,4.7,2.87,7.85,6.0
14521270,Grünhainichen,774.0,99.27,85.98,114.66,-0.82,78.52,76.38,80.54,100.0,98.6,96.0,7.01,10.72,3.21,17.9727835,4.33,8.86,12.96,4.48,18.48,4.4,4.39,12.92,12.39
14521280,Heidersdorf,965.0,57.75,10.94,81.28,-0.96,77.32,76.78,77.83,100.0,100.0,94.0,4.79,11.11,10.16,12.0049153,8.49,8.74,12.92,7.63,30.03,2.9,7.49,14.12,9.53
14521290,Hohndorf,562.0,99.12,34.99,657.52,-0.68,77.21,76.47,77.95,100.0,100.0,100.0,1.84,14.79,7.935,6.494375,2.0,7.78,7.11,4.55,11.01,2.0,3.2,4.31,5.0
14521310,Jahnsdorf/Erzgeb.,894.0,98.02,15.28,206.29,-0.57,73.33,76.16,70.89,100.0,100.0,98.5,3.37,14.14,6.29,11.4373377,5.36,8.25,12.62,8.05,9.55,3.0,7.07,7.05,7.63
14521320,"Johanngeorgenstadt, Stadt",698.0,95.41,44.24,127.85,-1.04,65.2,68.56,62.13,100.0,99.0,93.6,4.74,6.15,5.57,12.8469466,6.17,14.15,24.67,17.5,20.91,3.3,4.92,9.27,6.13
14521330,"Jöhstadt, Stadt",764.0,81.7,0.0,50.21,-1.53,78.09,79.65,76.75,99.9,97.1,90.4,6.04,10.79,3.86,18.412,5.11,5.2,16.4,2.7,17.42,8.9,10.84,13.48,15.48
14521340,Königswalde,715.0,94.51,0.0,112.2,-0.43,73.81,72.05,75.53,100.0,99.9,95.4,3.22,2.92,6.64,11.8833333,2.57,7.15,9.39,6.91,10.79,2.1,7.64,12.1,9.0
14521355,"Lauter-Bernsbach, Stadt",740.0,97.42,25.63,277.74,-0.8,76.11,76.42,75.83,100.0,97.9,90.9,2.72,6.92,2.985,8.11644928,3.72,3.9,8.09,4.21,7.95,2.1,2.64,7.02,8.59
14521370,"Lößnitz, Stadt",779.0,89.16,40.83,258.15,-1.23,74.65,74.58,74.73,100.0,99.0,94.1,3.06,6.16,9.7,9.88833333,3.47,4.78,7.49,6.65,7.98,3.3,3.84,6.23,4.15
14521380,"Lugau/Erzgeb., Stadt",803.0,98.55,41.95,351.91,-0.56,77.77,77.03,78.44,100.0,100.0,97.4,3.44,12.46,4.42,12.5692806,4.24,5.06,10.73,3.97,7.34,3.4,3.53,5.75,7.8
14521390,"Marienberg, Stadt",953.0,95.16,1.08,124.38,-0.63,73.7,72.7,74.63,99.7,97.2,91.8,6.33,12.07,10.43,17.0581959,4.71,10.34,10.19,6.45,29.26,3.3,7.24,14.03,8.65
14521400,Mildenau,882.0,96.65,0.0,107.74,0.11,78.51,76.09,80.81,100.0,99.3,95.9,3.5,8.77,4.0,13.5064583,4.62,11.6,14.43,6.39,12.81,4.2,4.49,12.35,12.08
14521410,Neukirchen/Erzgeb.,1140.0,96.35,70.07,343.84,0.34,74.04,74.23,73.86,100.0,100.0,100.0,2.73,10.26,5.225,14.0958261,4.92,4.17,13.09,4.12,6.78,2.2,3.02,7.76,7.6
14521420,Niederdorf,2367.0,98.97,75.04,103.14,0.5,61.35,61.49,61.22,100.0,100.0,94.6,2.43,15.57,8.5,4.12432432,6.02,6.39,5.8,2.5,2.64,4.0,4.36,6.56,5.04
14521430,Niederwürschnitz,738.0,99.84,71.04,421.19,-0.57,80.57,78.65,82.31,100.0,100.0,100.0,2.5,15.58,5.115,7.64130435,2.89,5.43,6.29,2.44,2.59,2.0,2.51,5.8,5.4
14521440,"Oberwiesenthal, Kurort, Stadt",1120.0,97.15,34.68,51.09,-0.6,69.3,67.49,71.06,98.8,88.1,59.0,5.65,21.29,18.32,25.8032394,12.55,19.94,23.6,5.96,25.05,5.6,5.89,12.04,7.64
14521450,"Oelsnitz/Erzgeb., Stadt",756.0,98.37,75.34,412.37,-0.32,71.76,71.18,72.31,100.0,99.5,98.5,2.58,16.13,7.99,10.8004278,3.54,5.28,9.05,3.13,6.63,3.0,3.28,4.78,4.0
14521460,"Olbernhau, Stadt",929.0,96.98,17.68,83.43,-1.25,76.17,77.41,75.03,99.5,94.6,84.1,5.75,9.45,8.58,9.38926702,4.94,6.97,8.53,6.19,27.13,4.4,6.08,14.6,7.5
14521495,"Pockau-Lengefeld, Stadt",962.0,94.51,3.2,89.24,-0.69,74.35,73.94,74.74,100.0,96.6,95.6,4.08,16.53,6.66,17.0282624,5.95,7.4,15.14,8.71,22.85,5.2,5.64,13.68,11.95
14521500,Raschau-Markersbach,782.0,97.14,64.8,123.64,-0.95,73.16,71.26,74.92,100.0,95.2,91.5,3.6,13.12,3.355,20.9261261,4.06,7.88,14.56,4.0,11.48,3.4,4.53,9.54,9.65
14521510,"Scheibenberg, Stadt",1137.0,99.48,34.48,226.44,-0.51,76.46,74.37,78.45,100.0,100.0,100.0,2.34,15.38,7.325,18.3565789,2.34,2.33,14.56,5.42,16.11,1.9,2.12,9.86,12.72
14521520,"Schlettau, Stadt",780.0,97.85,0.0,109.43,-0.55,75.95,72.86,78.86,100.0,99.9,99.3,3.89,11.89,5.91,13.0472603,3.26,6.56,10.68,6.5,11.75,2.1,3.3,10.13,9.36
14521530,"Schneeberg, Stadt",717.0,99.02,93.22,599.31,0.21,66.38,69.76,63.46,100.0,99.4,99.1,3.13,5.32,8.32,6.84827586,3.96,4.95,5.18,4.37,7.8,2.7,3.32,4.91,4.63
14521540,Schönheide,801.0,98.3,50.42,149.77,-1.13,72.28,71.19,73.26,100.0,98.2,77.6,2.32,9.3,8.63,15.8283333,6.37,3.1,15.22,2.9,5.71,2.0,3.05,6.38,8.69
14521550,"Schwarzenberg/Erzgeb., Stadt",857.0,96.78,40.38,344.12,-1.15,72.75,71.06,74.33,100.0,95.9,86.8,3.24,9.34,7.195,15.1277778,3.74,5.3,8.32,3.32,6.14,2.2,3.66,8.43,7.69
14521560,Sehmatal,864.0,93.48,17.97,138.55,-0.89,76.3,75.69,76.83,100.0,96.1,83.7,3.39,11.76,5.44,16.2458667,5.32,6.17,13.37,6.61,14.97,3.2,4.78,11.59,12.74
14521570,"Seiffen/Erzgeb., Kurort",993.0,32.46,13.82,163.07,-1.51,74.07,77.87,70.68,100.0,96.3,95.2,4.31,14.84,13.77,15.7325203,4.34,13.84,16.67,4.19,34.83,2.7,3.33,14.43,11.19
14521590,"Stollberg/Erzgeb., Stadt",1452.0,84.96,0.87,285.69,-0.26,64.8,62.23,67.36,100.0,100.0,96.0,4.65,13.18,8.18,8.00700508,4.71,5.23,5.78,5.21,4.97,4.0,4.87,5.92,5.56
14521600,Stützengrün,944.0,90.93,90.66,106.89,-1.32,78.3,80.4,76.37,100.0,99.7,99.8,5.86,12.01,7.675,17.3658519,6.69,8.46,15.35,7.61,10.46,3.3,5.99,5.63,10.14
14521610,Tannenberg,623.0,87.39,0.0,133.0,-1.26,67.51,65.97,68.95,100.0,99.8,94.3,5.63,8.39,9.475,7.53725,5.43,10.13,11.71,2.34,7.74,2.8,5.18,9.61,7.29
14521620,"Thalheim/Erzgeb., Stadt",958.0,96.92,6.07,551.25,-0.58,77.25,73.51,80.98,100.0,100.0,98.6,2.2,15.71,7.17,12.2008333,3.65,3.05,11.81,2.89,11.31,2.1,2.52,7.39,2.23
14521630,Thermalbad Wiesenbad,831.0,94.45,0.0,132.26,-0.61,79.59,76.88,82.06,100.0,100.0,99.5,4.42,5.6,7.355,6.8741958,4.17,8.62,10.77,3.21,6.8,4.2,5.54,10.63,6.19
14521640,"Thum, Stadt",733.0,94.0,28.69,262.22,-1.06,65.18,64.24,66.07,100.0,100.0,99.3,1.93,7.97,6.58,16.3307,3.79,6.17,17.8,6.2,9.58,1.8,3.45,9.27,5.77
14521670,"Wolkenstein, Stadt",917.0,79.11,0.11,125.76,-0.31,76.56,77.79,75.43,100.0,99.4,97.8,3.27,5.24,10.76,13.5325984,4.06,9.43,10.38,4.02,15.74,6.5,4.26,11.53,7.47
14521690,"Zschopau, Stadt, Motorradstadt",878.0,98.74,6.11,394.73,-0.58,71.74,69.33,74.18,100.0,100.0,98.5,2.6,5.31,5.465,7.5021875,4.56,4.16,4.29,3.6,14.01,2.4,3.94,11.52,4.97
14521700,Zschorlau,670.0,97.9,52.08,235.57,-0.66,75.14,75.0,75.29,100.0,100.0,99.1,3.2,10.22,7.16,12.2811009,3.88,4.12,10.18,3.95,10.8,3.1,4.5,6.09,7.36
14521710,"Zwönitz, Stadt",899.0,98.1,45.26,183.47,-0.47,76.6,75.41,77.75,100.0,99.9,92.9,2.98,6.98,4.61,14.3318584,3.28,5.61,6.86,6.03,11.33,3.8,4.53,7.35,4.55
14522010,Altmittweida,1152.0,70.12,3.9,133.66,-0.27,76.02,77.33,74.77,100.0,100.0,100.0,4.27,15.19,3.43,6.73392857,3.11,5.87,7.34,6.07,6.28,4.6,6.07,11.3,6.33
14522020,"Augustusburg, Stadt",785.0,96.13,6.91,192.26,-0.19,72.11,71.82,72.38,100.0,100.0,96.7,2.81,12.6,5.85,15.7504386,4.77,7.68,13.63,4.55,14.93,2.5,4.57,11.85,6.16
14522035,Bobritzsch-Hilbersdorf,1379.0,94.13,1.36,103.32,-0.13,77.78,76.7,78.8,100.0,100.0,99.8,4.83,13.18,10.85,11.7110152,4.32,6.39,12.56,5.97,8.01,3.3,7.03,8.6,11.31
14522050,"Brand-Erbisdorf, Stadt",1105.0,96.88,29.31,194.47,-1.12,79.83,77.5,82.05,100.0,100.0,99.9,3.86,12.45,6.06,13.8694323,5.76,4.98,6.89,5.02,5.0,2.7,4.74,11.26,5.34
14522060,"Burgstädt, Stadt",901.0,99.11,19.57,404.75,-0.39,72.24,72.27,72.2,100.0,99.3,96.8,3.25,5.79,-9999.0,10.7560241,3.85,4.29,4.34,4.19,13.28,2.8,3.45,8.61,4.05
14522070,Claußnitz,773.0,93.34,47.55,136.34,-1.2,66.55,65.27,67.78,100.0,99.8,99.5,3.67,10.73,11.595,14.4268605,3.6,3.97,10.45,10.9,13.93,2.8,5.47,9.95,8.66
14522080,"Döbeln, Stadt",935.0,87.76,57.09,259.0,0.03,72.1,70.58,73.52,100.0,99.9,99.3,5.13,7.99,6.73,8.45806391,5.15,8.42,7.7,5.79,6.22,5.5,5.86,10.8,7.19
14522090,Dorfchemnitz,1061.0,72.46,0.28,51.12,-0.57,76.39,77.16,75.69,100.0,98.4,98.5,4.85,25.89,12.16,25.3093,7.35,10.84,23.09,10.8,21.18,5.3,7.49,11.84,9.88
14522110,Eppendorf,669.0,96.55,0.31,116.47,-0.94,75.1,75.51,74.69,100.0,100.0,100.0,3.34,21.11,3.57,22.7223853,4.56,4.91,15.83,10.91,12.57,2.9,3.44,12.8,11.16
14522120,Erlau,741.0,55.77,0.0,82.63,-0.46,81.03,80.35,81.65,100.0,100.0,99.8,7.73,13.03,8.18,13.8663492,6.0,9.52,8.81,9.94,8.73,3.2,9.17,12.1,9.35
14522140,"Flöha, Stadt",783.0,97.82,49.14,378.82,-0.47,71.91,70.7,73.09,100.0,99.8,92.5,3.51,12.59,5.09,12.0456954,5.03,5.67,7.42,5.28,14.59,3.4,3.44,12.13,5.06
14522150,"Frankenberg/Sa., Stadt, Garnisonsstadt",824.0,94.14,17.53,209.54,-0.6,74.41,75.86,73.06,100.0,99.7,98.9,4.8,6.83,9.12,15.69967,5.21,6.37,6.36,4.47,10.14,5.1,5.12,12.36,6.02
14522170,"Frauenstein, Stadt",815.0,91.54,0.0,46.02,-1.02,67.41,67.92,66.96,100.0,100.0,95.8,4.88,23.93,10.21,23.2542138,5.8,11.39,22.09,6.91,20.43,4.7,5.0,10.19,15.34
14522180,"Freiberg, Stadt, Universitätsstadt",1084.0,97.35,57.68,838.03,-0.49,67.81,66.83,68.66,100.0,100.0,99.7,2.73,5.11,7.52,5.41290598,3.51,4.52,5.12,3.44,4.26,2.4,3.27,9.56,4.46
14522190,"Geringswalde, Stadt",755.0,74.35,28.7,138.37,-0.34,72.06,71.68,72.41,100.0,98.2,98.6,3.36,13.63,4.65,14.7055,4.35,9.61,9.71,8.95,13.02,2.7,3.56,12.92,8.65
14522200,Großhartmannsdorf,621.0,92.79,0.54,76.09,-0.31,77.77,78.32,77.29,100.0,100.0,99.5,4.86,19.04,10.155,19.4233333,5.01,10.17,14.08,10.1,11.49,4.0,4.73,12.45,9.62
14522210,"Großschirma, Stadt",1028.0,72.08,0.0,89.27,-0.4,76.17,74.48,77.76,100.0,99.9,99.8,5.41,14.5,10.545,14.5618699,5.3,12.2,12.53,10.32,6.18,5.4,5.82,9.26,9.28
14522220,Großweitzschen,963.0,97.53,51.56,60.16,-0.67,70.0,72.23,68.03,100.0,99.9,99.9,6.89,12.29,10.365,8.6426506,5.11,10.35,12.67,5.47,4.94,5.7,8.94,12.42,9.18
14522230,"Hainichen, Stadt",1049.0,90.0,31.69,163.28,-0.24,73.4,72.43,74.29,100.0,99.8,99.7,4.66,13.52,6.505,16.9470339,6.05,6.04,13.42,5.24,6.09,4.6,5.56,12.03,6.08
14522240,Halsbrücke,1453.0,80.09,40.4,121.42,-0.5,81.07,79.64,82.4,100.0,99.9,98.9,5.27,11.11,9.81,10.8997845,4.04,9.48,11.66,8.75,8.72,5.1,7.59,7.95,9.78
14522250,"Hartha, Stadt",954.0,97.9,40.21,124.58,-0.97,72.81,71.75,73.78,100.0,99.8,98.9,4.92,16.35,9.27,11.0186617,4.86,5.79,6.27,5.44,14.18,5.2,5.34,13.67,5.74
14522260,Hartmannsdorf,3240.0,99.51,18.13,433.17,0.17,62.32,61.6,63.01,100.0,100.0,100.0,2.24,7.33,3.255,5.23460526,2.73,6.61,6.25,3.32,7.12,2.6,2.47,7.8,6.43
14522275,Jahnatal,906.0,71.26,6.15,,,,,,,,,,,,,,,,,,,,,
14522280,Königsfeld,686.0,61.11,0.0,47.71,-1.22,75.35,73.99,76.59,100.0,99.9,99.4,5.23,9.2,7.61,23.732449,6.93,7.78,8.59,7.4,8.55,7.0,7.0,11.42,6.23
14522290,Königshain-Wiederau,610.0,41.95,0.0,83.31,-0.39,66.53,64.92,68.02,100.0,99.4,98.9,8.23,12.6,10.51,15.9157265,4.81,8.96,11.15,11.42,12.48,3.0,10.45,10.25,10.75
14522300,Kriebstein,909.0,86.02,0.0,64.09,-1.27,75.59,76.72,74.51,100.0,100.0,97.3,8.49,16.96,11.01,15.4042373,5.06,10.58,14.09,5.99,13.98,7.4,8.51,12.69,7.54
14522310,"Leisnig, Stadt",883.0,83.44,1.16,105.63,-0.07,73.83,74.37,73.34,100.0,99.4,98.7,5.87,20.38,6.865,7.13568915,5.06,6.73,15.41,7.04,12.36,4.8,6.77,13.65,7.17
14522320,Leubsdorf,733.0,90.56,3.45,94.72,-0.5,77.2,77.29,77.11,100.0,100.0,93.4,5.68,16.99,7.225,20.6457937,6.28,10.01,17.01,7.33,19.58,4.8,5.21,12.92,12.47
14522330,Lichtenau,1300.0,73.24,7.47,142.61,-0.3,75.26,75.62,74.91,100.0,99.9,99.5,4.61,9.89,6.98,13.0283077,4.29,5.89,10.72,9.03,5.74,6.5,8.19,10.79,9.05
14522340,Lichtenberg/Erzgeb.,873.0,93.52,7.14,79.6,-0.22,79.39,81.9,77.06,100.0,100.0,98.8,4.21,16.68,7.97,16.4776316,5.14,14.06,11.65,9.44,12.31,3.8,7.92,10.32,11.26
14522350,"Lunzenau, Stadt",597.0,80.62,0.0,144.02,-1.05,74.28,74.28,74.28,100.0,99.9,93.8,3.98,12.98,11.205,17.5855625,4.7,9.41,12.27,8.99,17.76,2.7,4.16,8.81,7.42
14522360,"Mittweida, Stadt, Hochschulstadt",1391.0,88.35,15.82,347.36,-0.7,66.48,67.41,65.68,100.0,100.0,99.7,4.4,15.53,5.835,7.23877863,4.92,5.96,5.9,5.61,6.21,4.5,5.37,12.03,6.84
14522380,Mühlau,2027.0,100.0,5.94,262.58,-0.21,78.98,78.16,79.74,100.0,100.0,100.0,5.31,8.7,6.87,7.91,2.22,7.11,8.5,5.78,9.81,1.7,5.27,7.67,5.75
14522390,Mulda/Sa.,1264.0,82.53,7.77,56.28,-0.87,65.3,62.3,68.18,100.0,99.8,97.8,2.36,21.55,6.835,21.3344186,5.29,13.79,16.6,12.73,14.19,4.4,4.18,11.26,12.15
14522400,Neuhausen/Erzgeb.,746.0,94.44,0.0,52.6,-0.29,71.99,73.47,70.72,99.3,91.7,80.0,3.27,16.8,7.575,17.7000645,6.29,8.31,18.64,9.26,30.52,3.1,4.21,13.22,9.24
14522420,Niederwiesa,1161.0,97.16,13.79,289.51,-0.52,66.51,69.63,63.54,100.0,100.0,97.6,3.83,8.8,8.7,8.1292437,4.09,4.58,8.11,3.43,8.47,2.6,3.75,11.08,7.22
14522430,Oberschöna,725.0,62.23,0.13,73.34,-0.39,76.21,74.0,78.34,100.0,100.0,99.3,7.66,10.92,11.19,12.7698726,5.47,10.23,11.66,10.36,9.14,4.5,7.71,10.63,8.41
14522440,"Oederan, Stadt",955.0,94.08,43.05,100.63,-0.61,77.11,76.87,77.33,100.0,99.5,98.1,5.75,16.65,5.44,19.0231597,5.4,5.82,14.07,5.81,14.82,4.9,5.16,12.34,11.69
14522450,Ostrau,,,,65.71,-0.9,0.0,0.0,0.0,100.0,100.0,100.0,5.2,-9999.0,13.85,-9999.0,-9999.0,-9999.0,-9999.0,11.53,9.95,4.3,5.38,11.28,5.3
14522460,"Penig, Stadt",1115.0,87.77,25.93,132.85,-0.87,76.82,76.01,77.56,100.0,99.4,98.5,4.68,14.64,5.69,13.9970313,4.59,7.0,14.16,6.64,15.19,4.0,5.3,7.8,6.38
14522470,Rechenberg-Bienenmühle,832.0,88.99,0.1,33.97,-1.49,62.99,60.59,65.26,99.8,89.5,51.5,4.19,24.02,5.83,31.4874561,6.14,5.52,30.18,11.85,29.38,4.7,4.72,11.39,13.08
14522480,Reinsberg,697.0,49.81,0.0,56.97,-0.48,75.71,73.6,77.62,100.0,99.7,99.1,4.72,16.3,7.115,17.30985,5.63,13.13,15.05,9.67,12.87,4.3,8.53,7.38,12.03
14522490,"Rochlitz, Stadt",921.0,95.54,18.04,239.39,-0.34,71.91,72.6,71.22,100.0,100.0,95.8,2.88,4.93,4.31,22.0172321,4.49,4.65,4.71,4.2,4.66,3.9,4.21,10.75,4.86
14522500,Rossau,1114.0,83.71,0.0,64.99,-0.5,65.63,67.16,64.27,100.0,98.7,97.9,6.65,12.41,10.335,10.4098876,6.69,9.48,11.11,8.45,9.78,6.1,8.6,12.49,7.94
14522510,"Roßwein, Stadt",847.0,88.95,0.0,166.78,-0.56,74.49,72.87,75.88,100.0,99.9,99.6,5.08,6.58,7.895,12.7681679,6.55,6.28,11.38,5.91,5.71,5.4,5.93,10.38,5.7
14522520,"Sayda, Stadt",989.0,72.65,0.0,48.07,-1.28,78.02,79.21,77.0,100.0,99.6,97.9,2.62,20.08,12.58,19.9097403,3.28,3.91,18.55,3.31,23.24,3.0,3.13,12.83,4.96
14522530,Seelitz,657.0,59.66,0.12,53.62,-0.9,72.03,71.64,72.39,100.0,100.0,99.3,4.95,6.11,4.83,19.6353846,6.57,6.11,6.89,7.45,6.84,5.3,6.82,11.05,6.82
14522540,Striegistal,573.0,73.35,0.24,58.86,-0.45,76.99,76.01,77.87,100.0,99.9,98.2,7.38,11.49,10.81,18.720678499999998,6.73,9.23,15.83,8.52,9.37,4.5,8.31,10.56,7.88
14522550,Taura,661.0,96.45,2.2,210.62,-0.53,78.08,77.01,79.11,100.0,100.0,99.5,4.03,6.82,9.555,14.2121795,3.25,7.31,7.0,8.51,13.56,2.5,4.26,9.12,6.03
14522570,"Waldheim, Stadt",1129.0,90.41,0.07,216.57,0.09,67.06,70.95,63.91,100.0,99.9,99.0,4.57,14.94,6.81,15.570515,5.68,6.28,10.74,4.72,12.0,3.9,5.02,12.76,4.83
14522580,Wechselburg,659.0,98.91,40.77,68.34,-0.97,67.2,65.23,68.91,100.0,100.0,88.5,4.11,11.21,9.59,20.8764545,6.9,10.79,11.39,11.01,11.6,4.1,9.35,9.85,9.3
14522590,Weißenborn/Erzgeb.,3115.0,73.26,0.09,110.37,-0.05,80.67,78.89,82.36,100.0,100.0,99.4,1.86,10.75,2.635,10.3964706,3.41,8.48,6.85,7.03,6.97,2.9,6.93,9.71,7.75
14522600,Zettlitz,1389.0,69.63,0.0,42.86,-1.28,70.31,70.11,70.5,100.0,98.7,96.5,3.48,9.21,6.795,20.9859524,7.86,8.88,10.01,10.08,10.01,5.7,7.32,12.29,9.63
14522620,Zschaitz-Ottewig,,,,71.08,-0.27,0.0,0.0,0.0,100.0,100.0,100.0,7.28,-9999.0,13.3,-9999.0,-9999.0,-9999.0,-9999.0,11.22,10.35,6.9,6.67,10.27,6.36
