GKZ,Gemeindename,Deutschlandatlas_GEM1223__st_einnkr,Deutschlandatlas_GEM1223__v_breitb50,Deutschlandatlas_GEM1223__v_breitb1000,Deutschlandatlas_GEM1222__bev_dicht,Deutschlandatlas_GEM1222__bev_entw,Deutschlandatlas_GEM1222__beschq_insg,Deutschlandatlas_GEM1222__beschq_w,Deutschlandatlas_GEM1222__beschq_m,Deutschlandatlas_GEM1222__v_gsm,Deutschlandatlas_GEM1222__v_lte,Deutschlandatlas_GEM1222__v_5g,Deutschlandatlas_GEM1222__p_markt,Deutschlandatlas_GEM1222__p_hbad,Deutschlandatlas_GEM1222__p_freibad,Deutschlandatlas_GEM1222__p_notfall,Deutschlandatlas_GEM1222__p_grunds,Deutschlandatlas_GEM1222__p_sek_1,Deutschlandatlas_GEM1222__p_sek_2,Deutschlandatlas_GEM1221__p_nelade,Deutschlandatlas_GEM1221__p_selade,Deutschlandatlas_GEM1221__p_harzt,Deutschlandatlas_GEM1220__p_apo,Deutschlandatlas_GEM1218__luftrtng,Deutschlandatlas_GEM1218__p_poli
13076021,Brunow,1952.0,34.04,0.0,14.44,-0.19,62.69,59.57,65.66,100.0,100.0,100.0,9.9,41.19,19.88,29.2513793,11.96,19.66,28.34,10.19,24.54,8.0,16.19,5.27,16.02
13076023,Bülow,509.0,78.29,17.76,13.75,-0.36,76.53,76.77,76.29,100.0,99.8,99.5,10.57,37.01,26.415,19.3070968,14.8,18.21,19.74,18.64,30.21,11.0,16.42,9.06,15.76
13076024,Cambs,856.0,68.28,0.0,29.9,-0.03,74.8,80.32,69.43,100.0,99.9,95.4,8.94,22.22,10.635,16.7797436,4.2,4.2,18.9,10.73,18.34,3.2,10.57,11.17,13.49
13076025,"Crivitz, Stadt",842.0,67.98,37.74,62.99,-0.39,70.09,69.98,70.21,100.0,99.9,97.4,4.29,22.8,22.97,5.83649425,5.9,6.69,5.74,4.71,26.98,4.4,5.36,10.91,6.82
13076026,Dabel,734.0,86.49,35.59,54.62,-0.64,69.95,68.85,71.04,100.0,100.0,98.7,3.66,33.93,10.99,27.4961644,4.05,9.96,9.96,9.78,16.29,3.7,3.85,6.61,9.32
13076027,Dambeck,926.0,100.0,0.0,16.45,1.58,65.13,59.55,69.81,100.0,100.0,100.0,13.29,36.18,13.55,28.7794118,6.14,18.73,28.54,15.38,22.83,5.6,16.14,5.11,16.3
13076029,Demen,772.0,69.98,50.12,18.84,1.36,65.5,66.14,64.91,100.0,100.0,94.0,4.41,28.64,24.015,11.7166176,10.83,13.17,10.39,11.47,35.98,3.6,11.27,9.14,11.43
13076030,Dersenow,756.0,0.0,0.0,21.68,0.81,68.73,74.6,64.24,100.0,100.0,100.0,5.72,52.26,7.355,17.4753125,5.86,6.48,19.25,6.74,17.28,6.6,7.29,12.59,11.43
13076032,Dobbertin,639.0,82.01,3.84,18.19,-0.45,71.84,72.45,71.39,100.0,87.9,63.8,4.31,25.04,25.08,27.0864706,10.23,9.0,24.81,22.01,4.64,3.1,9.37,5.41,10.27
13076033,Dobin am See,922.0,85.04,0.0,58.18,1.09,71.49,72.5,70.46,100.0,100.0,99.4,5.57,27.16,16.42,22.0270787,9.1,9.13,23.76,15.84,23.17,7.8,15.83,10.99,18.11
13076034,"Dömitz, Stadt",770.0,58.44,0.07,49.22,-0.45,69.37,67.49,71.12,100.0,97.6,85.9,5.14,19.51,18.47,22.0366116,6.09,6.1,6.1,5.87,19.5,6.6,6.8,10.25,6.1
13076035,Domsühl,1127.0,78.01,67.26,33.39,0.17,72.7,70.49,74.88,100.0,100.0,98.0,7.9,34.16,11.725,12.2340625,3.39,3.39,16.25,11.51,22.74,10.2,13.29,11.13,11.45
13076036,Dümmer,1233.0,88.84,69.96,50.16,1.44,73.87,73.42,74.3,100.0,98.9,97.8,13.25,24.51,15.85,26.1342353,8.88,9.52,10.05,13.62,16.31,9.5,14.27,16.74,8.03
13076037,Eldena,975.0,12.82,1.28,33.15,-0.57,73.63,76.13,71.39,100.0,99.5,99.7,5.64,35.82,17.92,19.7218033,4.9,12.76,17.25,16.93,14.61,3.7,5.05,8.67,14.14
13076038,Friedrichsruhe,606.0,76.71,0.0,26.74,1.29,71.33,75.28,67.77,100.0,100.0,100.0,9.53,28.91,16.72,11.1688636,9.4,8.91,12.03,9.17,28.1,7.2,10.25,10.88,9.83
13076039,Gallin,15411.0,66.53,38.14,25.94,1.0,78.11,79.59,76.7,100.0,97.9,77.1,10.8,29.1,11.0,22.7003226,11.26,11.99,19.32,12.37,5.68,11.1,12.0,11.1,13.39
13076040,Gallin-Kuppentin,815.0,75.65,57.39,14.94,-0.99,67.19,65.83,68.42,100.0,98.6,95.1,13.16,34.81,30.45,20.1102128,14.6,15.29,18.14,19.55,16.47,13.9,13.74,8.35,13.62
13076041,Gammelin,662.0,28.5,28.5,30.75,0.34,73.9,74.32,73.47,100.0,99.7,98.3,12.4,22.6,17.7,16.0721429,2.52,13.56,14.47,14.93,15.67,12.2,12.59,16.0,10.2
13076043,Gischow,,,,,,,,,,,,,,,,,,,,,,,9.79,10.83
13076044,Gneven,1090.0,87.65,0.0,35.06,0.39,68.95,64.55,73.39,100.0,100.0,99.9,9.83,18.46,18.53,15.8495,10.96,16.09,14.49,8.08,23.89,8.2,10.73,11.34,12.55
13076046,Göhlen,778.0,94.47,0.0,16.67,-0.52,71.25,69.57,72.89,100.0,96.1,95.8,8.87,36.95,19.805,17.82175,9.6,11.61,17.11,15.92,15.02,9.7,15.24,10.53,11.32
13076048,"Goldberg, Stadt",657.0,93.4,0.8,51.98,-1.05,64.98,65.08,64.89,100.0,97.9,95.4,5.8,32.53,28.555,24.7796,7.59,7.93,21.56,24.57,10.75,5.5,6.2,6.99,7.02
13076049,Gorlosen,548.0,50.24,0.0,8.68,-0.83,60.0,54.03,65.44,100.0,94.2,87.8,10.54,37.27,20.875,25.9133333,10.17,16.81,23.32,15.67,19.91,9.9,9.58,7.72,17.41
13076050,"Grabow, Stadt",931.0,91.47,80.98,77.69,-0.3,68.42,67.66,69.12,100.0,97.8,91.4,4.26,36.3,5.39,15.8179675,7.02,6.28,13.57,5.33,8.77,3.2,4.97,7.29,11.14
13076051,Granzin,652.0,88.08,51.3,16.49,-2.87,67.57,61.47,73.45,100.0,100.0,100.0,7.76,42.63,17.81,16.3595122,10.64,11.01,11.08,17.82,9.67,9.2,8.44,9.73,12.37
13076053,Grebs-Niendorf,523.0,71.37,0.0,17.52,-0.18,70.97,70.06,71.74,100.0,95.1,86.4,5.53,27.86,21.445,27.4442857,11.48,11.48,19.88,20.19,24.76,12.2,12.7,10.94,15.98
13076054,Gresse,1049.0,81.7,50.65,34.49,0.39,77.8,77.67,77.91,100.0,99.8,89.7,2.74,36.95,7.17,12.2362857,2.81,10.64,11.37,2.89,13.53,1.9,11.02,9.67,12.65
13076055,Greven,821.0,74.77,20.97,18.35,-0.13,82.21,84.33,80.62,100.0,100.0,90.0,8.13,33.21,13.065,18.5077273,8.4,15.43,17.66,8.55,11.31,7.8,14.95,10.13,14.88
13076056,Groß Godems,632.0,91.14,41.14,25.94,-0.34,72.43,79.03,65.55,100.0,100.0,97.2,9.5,36.29,14.52,13.918125,1.71,13.26,11.25,8.62,11.6,1.2,10.77,8.15,11.23
13076057,Groß Krams,435.0,6.58,6.58,17.02,-0.66,60.82,50.98,71.74,100.0,98.8,98.8,5.16,43.48,22.15,17.2369231,8.32,8.32,16.78,16.98,14.43,5.3,17.99,12.63,16.87
13076058,Groß Laasch,882.0,98.63,94.51,34.72,-0.06,74.4,70.8,78.11,100.0,94.2,89.1,5.58,32.03,10.86,8.81178571,8.26,7.49,8.5,6.64,7.2,6.1,6.54,9.15,7.7
13076060,"Hagenow, Stadt",1019.0,98.29,89.68,183.58,0.72,68.88,67.22,70.37,100.0,100.0,99.7,4.29,33.07,16.83,6.12434286,5.55,4.86,7.13,5.71,14.16,4.3,4.82,15.19,6.47
13076062,Hohen Pritz,1088.0,69.59,69.59,15.78,1.07,55.5,63.81,47.79,100.0,98.4,91.0,8.89,38.53,15.93,30.9451282,8.84,16.54,16.92,16.72,19.81,7.5,8.81,6.69,14.76
13076063,Holthusen,2219.0,49.87,10.58,47.32,1.96,76.88,78.67,75.08,100.0,99.7,99.4,6.23,14.98,13.89,22.342766,6.56,10.45,11.07,8.96,17.72,5.6,6.53,15.36,9.58
13076064,Hoort,1266.0,90.91,0.0,26.97,0.34,75.54,73.51,77.54,100.0,100.0,99.3,11.38,22.41,16.69,17.3276471,10.77,12.46,15.77,16.43,14.4,12.4,14.12,14.28,10.37
13076065,Hülseburg,898.0,40.0,40.0,18.15,2.45,67.83,71.74,65.22,100.0,98.7,94.9,14.95,26.48,16.52,18.5715385,5.62,16.04,16.16,14.35,15.46,17.0,15.75,16.49,9.18
13076067,Karenz,516.0,0.0,0.0,33.87,-1.36,76.52,70.77,82.09,100.0,100.0,100.0,1.28,29.49,26.46,25.1966667,8.36,8.42,21.58,21.67,22.05,10.0,10.33,9.85,17.22
13076068,Karrenzin,644.0,3.31,0.0,20.67,0.26,71.64,70.0,73.33,100.0,99.9,99.1,15.03,38.39,20.18,19.5845238,7.6,16.1,16.93,14.33,13.7,5.5,14.52,7.2,13.63
13076069,Karstädt,494.0,87.69,0.0,29.51,-0.69,77.07,76.47,77.6,100.0,93.5,94.8,5.79,37.12,8.37,11.5834146,7.48,8.13,9.38,8.86,6.27,9.6,7.51,8.92,7.26
13076070,Kirch Jesar,616.0,75.37,0.0,33.83,0.48,70.41,68.95,71.78,100.0,100.0,97.6,7.81,33.54,23.14,11.2464286,10.35,8.21,9.18,10.82,20.46,8.3,8.98,14.32,8.2
13076071,Klein Rogahn,772.0,97.11,0.0,121.65,0.27,71.63,73.13,70.08,100.0,100.0,100.0,4.45,13.78,7.665,16.1103448,6.61,7.28,7.28,9.14,10.35,4.8,8.51,15.41,4.32
13076072,Kobrow,993.0,83.95,83.95,10.81,-0.62,65.04,72.82,59.44,100.0,100.0,96.7,6.9,35.99,10.28,26.5933333,9.54,11.09,11.09,10.88,24.86,7.3,8.51,7.66,11.25
13076073,Kogel,1495.0,82.42,81.68,22.18,-0.67,75.76,75.41,76.06,100.0,97.7,85.8,9.77,34.52,9.51,25.9524,10.07,10.07,15.58,9.17,10.17,4.3,9.38,12.63,11.21
13076075,Kreien,1502.0,84.97,84.97,13.86,-0.62,75.86,70.41,80.95,100.0,99.4,98.0,8.53,43.38,23.68,22.6544737,8.48,8.48,9.48,24.12,9.57,7.0,9.2,9.7,9.08
13076076,Kremmin,3941.0,64.91,5.26,14.37,0.33,81.94,82.61,81.33,100.0,98.7,94.2,5.87,34.08,9.75,16.6895833,7.24,6.65,14.47,7.64,9.7,5.3,7.54,6.58,10.78
13076077,Kritzow,680.0,90.31,90.31,18.74,0.79,63.73,58.5,68.92,100.0,98.9,97.4,10.34,42.86,25.43,22.1719444,10.55,10.55,11.17,19.79,10.84,8.6,11.12,10.47,11.7
13076078,Kuhlen-Wendorf,604.0,9.22,0.24,16.25,0.17,69.94,75.0,65.61,100.0,99.5,88.2,9.46,28.48,17.7,14.8991549,9.56,9.77,13.4,9.65,26.94,9.1,9.09,9.94,9.61
13076079,Kuhstorf,877.0,93.6,0.0,48.18,-0.72,71.71,75.68,67.95,100.0,100.0,99.1,8.79,37.28,24.515,11.3403571,10.04,9.11,10.27,10.91,21.37,8.4,9.73,13.45,10.49
13076080,Langen Brütz,783.0,65.57,0.0,31.56,0.25,69.68,71.97,67.59,100.0,100.0,98.5,6.18,22.85,15.49,15.4842424,7.33,12.75,14.12,6.24,22.13,7.5,7.14,11.18,13.63
13076082,Leezen,1228.0,74.73,0.0,82.55,-0.17,69.68,72.27,67.15,100.0,100.0,97.5,4.38,19.33,10.5,15.5195833,5.02,8.9,16.52,4.75,17.71,4.1,5.3,12.16,12.44
13076084,Leussow,,,,,,,,,,,,,,,,,,,,,,,11.58,19.39
13076085,Lewitzrand,625.0,25.79,2.99,29.41,-0.16,70.67,70.26,71.05,100.0,100.0,88.8,3.89,30.96,9.47,13.9863014,5.76,10.24,14.88,11.87,14.93,4.0,12.04,11.55,11.92
13076086,Lübesse,2079.0,85.11,0.0,35.29,-0.25,71.12,70.56,71.63,100.0,100.0,100.0,6.17,14.17,17.5,21.2274074,6.88,6.17,14.17,12.54,15.2,2.2,10.72,14.01,6.96
13076087,Lüblow,603.0,93.33,0.0,26.34,0.04,73.39,71.7,74.86,100.0,100.0,100.0,11.58,29.48,19.01,16.932619,10.3,13.92,16.7,9.3,13.9,10.0,13.6,11.59,12.22
13076088,"Lübtheen, Stadt",637.0,85.14,0.13,39.24,-0.31,69.72,71.45,68.46,100.0,99.3,94.2,5.95,38.21,6.83,23.8921905,7.12,7.12,25.76,19.86,12.15,6.0,6.93,12.99,6.99
13076089,"Lübz, Stadt",1094.0,88.6,58.9,82.78,-0.58,64.55,65.37,63.78,100.0,98.4,97.1,4.41,42.04,17.62,15.5231325,6.33,6.53,6.49,15.7,5.52,4.8,5.09,9.81,6.04
13076090,"Ludwigslust, Stadt",1036.0,92.45,85.43,156.03,0.0,71.57,68.36,74.59,100.0,100.0,98.7,3.64,35.74,13.03,7.28776786,4.16,7.14,6.98,5.24,5.28,3.7,5.39,9.94,7.43
13076092,Lüttow-Valluhn,7015.0,82.9,4.64,35.17,-0.52,82.18,83.08,81.49,100.0,100.0,96.5,6.82,28.06,7.71,24.8690244,7.39,7.39,18.87,9.03,5.17,8.8,7.08,11.42,8.92
13076093,Malk Göhren,529.0,63.07,0.0,17.68,0.05,67.36,67.86,66.93,100.0,99.6,93.5,6.87,28.91,23.73,25.7679545,8.53,9.91,18.34,18.57,20.78,5.8,8.34,8.95,15.52
13076094,Malliß,527.0,48.32,0.75,43.09,-0.62,63.02,61.75,64.09,100.0,98.8,83.6,3.18,24.79,-9999.0,27.032619,3.83,3.83,16.87,17.23,23.28,6.5,7.31,10.14,12.68
13076095,Marnitz,,,,,,,,,,,,,,,,,,,,,,,6.89,7.66
13076096,Mestlin,812.0,91.38,1.23,22.44,-0.73,59.21,59.41,59.03,100.0,100.0,96.7,3.87,38.91,22.175,22.5598182,3.55,15.17,19.82,19.51,18.18,3.2,11.54,7.66,13.76
13076097,Milow,959.0,70.75,0.0,11.03,-0.97,68.78,70.0,67.57,100.0,100.0,99.9,10.0,33.96,15.6,23.055,11.64,13.17,19.87,11.64,16.38,6.1,11.31,6.88,19.19
13076098,Möllenbeck,490.0,87.13,0.0,9.33,0.22,76.92,73.91,79.31,100.0,94.5,91.3,15.66,45.04,19.02,26.7263158,6.63,14.7,24.51,16.07,18.78,6.5,16.11,6.45,12.04
13076099,Moraas,653.0,98.09,0.0,28.9,0.82,64.67,61.33,68.0,100.0,100.0,95.5,10.61,36.68,25.86,15.4242857,11.63,11.1,13.38,14.62,22.35,9.9,13.06,13.59,10.47
13076100,Muchow,600.0,95.2,0.0,13.98,-0.43,71.6,72.73,70.59,100.0,94.2,75.6,13.21,37.16,17.31,23.6344444,8.71,12.76,21.04,13.98,10.9,12.6,13.16,7.56,12.68
13076101,Mustin,652.0,72.57,72.57,13.48,-2.22,60.68,60.0,61.39,100.0,100.0,94.4,15.42,28.91,18.145,28.165,15.56,17.29,17.34,17.84,22.03,15.5,15.4,4.64,15.18
13076102,Neu Gülze,1150.0,81.61,10.0,60.11,0.79,78.85,78.63,79.05,100.0,100.0,97.2,5.77,48.19,8.79,10.8293617,5.51,11.91,12.64,9.45,9.96,6.5,7.25,10.82,8.27
13076103,Neu Kaliß,835.0,81.14,0.11,55.91,-0.58,72.82,74.91,70.77,100.0,98.8,59.6,3.34,19.31,19.48,21.838,4.1,8.64,9.98,10.34,19.3,2.1,4.59,9.47,8.8
13076104,Neu Poserin,766.0,83.21,0.38,10.38,-1.19,63.16,63.64,62.73,100.0,99.9,93.0,9.99,29.52,25.33,18.4294231,14.03,13.65,24.23,17.99,16.75,11.4,11.42,6.87,10.55
13076105,"Neustadt-Glewe, Stadt",1108.0,88.91,38.79,73.69,0.12,75.95,73.77,78.04,100.0,93.5,90.5,3.58,30.61,7.39,14.5861654,9.64,5.55,14.27,4.43,6.89,2.8,4.06,10.5,9.35
13076106,Nostorf,431.0,98.21,98.21,59.9,28.94,39.67,35.37,43.67,100.0,100.0,100.0,8.63,38.34,9.62,8.61241379,9.28,10.2,10.93,6.52,6.68,9.3,9.45,8.34,5.32
13076107,Pampow,1510.0,87.64,39.28,278.75,0.39,72.38,72.56,72.19,100.0,100.0,100.0,2.4,12.07,11.29,20.3916667,3.14,7.05,7.05,5.28,14.7,2.4,2.38,15.49,5.06
13076108,"Parchim, Stadt",1007.0,98.17,89.3,146.45,0.23,62.95,60.58,65.24,100.0,99.4,89.7,3.32,41.59,6.02,5.68334661,4.15,5.11,6.65,3.91,17.37,2.6,4.45,9.93,6.98
13076109,Passow,460.0,81.97,81.97,27.93,0.2,69.01,67.62,70.37,100.0,100.0,99.8,10.08,40.79,23.765,22.5737778,4.06,12.52,12.99,24.04,11.25,10.7,10.34,8.6,11.18
13076110,Pätow-Steegen,869.0,0.0,0.0,39.06,0.96,68.29,66.38,70.0,100.0,100.0,99.3,5.72,36.51,17.72,7.83038462,7.79,7.99,9.23,7.46,17.95,6.8,7.01,14.93,8.23
13076111,Picher,658.0,81.59,0.0,15.89,-0.44,90.0,88.57,91.35,100.0,98.9,100.0,2.7,35.14,22.92,16.0358974,3.09,3.09,15.77,14.04,13.41,2.2,14.02,11.93,10.89
13076112,Pinnow,975.0,89.89,3.62,108.69,0.97,66.32,72.88,59.75,100.0,100.0,99.4,4.39,15.16,17.26,11.6726984,9.48,12.21,9.98,9.36,20.57,3.6,10.15,12.14,10.49
13076113,Plate,1059.0,95.37,10.65,149.44,-0.22,73.11,72.9,73.33,100.0,100.0,100.0,4.25,12.12,17.405,23.26825,4.06,8.02,12.94,10.28,18.5,3.5,4.4,13.55,7.88
13076114,"Plau am See, Stadt",919.0,95.26,24.57,53.59,0.73,65.66,66.55,64.77,100.0,99.9,97.0,4.22,26.59,25.05,8.44010417,5.76,7.26,19.13,6.3,19.05,4.8,6.66,9.18,8.94
13076115,Prislich,663.0,83.7,0.0,23.79,0.03,64.47,64.84,64.15,100.0,100.0,94.9,8.35,40.59,12.03,19.52875,7.16,7.68,17.31,9.16,12.45,7.4,9.16,6.62,7.56
13076116,Pritzier,864.0,93.43,1.01,24.19,2.47,85.14,79.43,89.56,100.0,100.0,96.2,8.24,44.66,10.32,13.0940909,8.24,8.24,17.8,9.45,19.46,8.4,8.44,14.33,8.05
13076117,Raben Steinfeld,983.0,97.9,25.42,111.25,0.4,67.55,70.26,64.37,100.0,100.0,99.5,6.54,12.8,15.875,13.6859091,7.5,10.28,11.71,8.11,17.84,2.1,8.47,12.88,10.07
13076118,Rastow,863.0,76.77,0.0,37.92,0.9,73.97,77.0,71.15,100.0,100.0,90.4,3.62,21.5,19.85,21.1702532,4.22,4.22,20.16,13.14,15.42,2.3,16.94,12.85,6.3
13076119,Redefin,877.0,2.1,0.84,31.23,0.67,72.03,68.18,76.52,100.0,100.0,100.0,1.53,47.24,17.72,19.487,12.12,12.12,20.4,16.98,18.24,1.0,16.78,13.66,17.41
13076120,Rom,674.0,77.72,58.22,23.85,0.07,69.58,73.33,66.16,100.0,100.0,99.5,8.8,48.12,11.315,10.3915789,11.65,11.66,13.56,11.77,13.73,10.3,10.89,10.27,9.56
13076121,Schossin,2104.0,79.82,79.82,21.19,0.51,80.0,75.76,84.06,100.0,98.3,96.5,17.67,21.99,16.315,21.8496552,6.15,14.14,14.14,15.21,16.52,11.4,12.93,16.65,10.17
13076122,Schwanheide,1518.0,96.53,95.27,27.15,0.14,71.94,70.21,73.64,100.0,100.0,100.0,7.67,36.34,11.74,15.3842857,7.46,15.73,16.46,7.58,13.3,6.4,14.32,8.35,11.87
13076123,Setzin,,,,,,,,,,,,,,,,,,,,,,,15.18,13.79
13076125,Siggelkow,703.0,86.14,60.6,15.08,-0.49,68.71,72.61,64.92,100.0,100.0,100.0,13.29,45.36,13.415,14.2226415,14.31,14.53,16.48,14.83,22.42,4.8,14.12,8.63,13.27
13076126,Spornitz,1145.0,44.39,25.49,24.63,-0.67,71.6,70.7,72.46,100.0,96.5,84.8,10.34,35.58,13.88,17.0911111,11.22,12.35,14.2,10.34,9.31,9.1,10.14,9.63,11.97
13076128,"Sternberg, Stadt",1353.0,67.86,58.52,59.43,-0.94,61.16,61.22,61.11,100.0,93.9,87.7,5.09,32.9,6.095,28.0581034,5.98,6.01,6.01,6.1,23.78,4.5,5.33,6.53,6.53
13076129,Stolpe,1026.0,38.31,38.31,15.83,-1.63,69.07,63.16,74.75,100.0,98.9,94.9,11.03,37.25,15.59,15.4968182,10.14,14.5,12.83,10.2,10.98,9.4,12.22,8.01,13.2
13076130,Stralendorf,1080.0,96.96,78.88,113.97,-0.13,67.26,68.59,66.06,100.0,100.0,97.1,7.53,16.84,12.35,20.3686667,2.38,2.38,2.38,10.3,14.61,1.5,7.37,16.11,2.33
13076131,Strohkirchen,619.0,83.97,0.0,20.73,-0.75,70.16,70.97,69.39,100.0,100.0,99.9,6.71,39.97,27.68,17.5643478,7.24,7.24,15.53,17.0,17.78,6.3,15.32,12.76,12.48
13076132,Suckow,,,,,,,,,,,,,,,,,,,,,,,6.72,6.74
13076133,Sukow,1116.0,65.87,41.31,72.33,0.79,72.57,74.94,70.09,100.0,100.0,86.6,8.14,18.96,22.58,15.3253061,3.42,10.63,14.17,14.54,25.18,2.4,10.19,12.66,8.76
13076134,Sülstorf,893.0,78.08,0.27,45.15,0.56,73.49,74.09,72.93,100.0,100.0,100.0,10.09,16.75,19.18,24.8077778,10.51,9.54,15.83,14.72,20.62,8.9,12.45,14.48,8.26
13076135,Techentin,735.0,95.2,1.5,16.71,-0.77,61.63,63.05,60.35,100.0,99.2,97.6,8.21,35.44,29.71,28.1301282,8.94,12.01,25.53,27.86,13.47,8.1,9.79,7.13,10.16
13076136,Teldau,748.0,59.23,0.23,33.83,-1.45,54.9,61.63,50.75,100.0,100.0,100.0,10.79,50.14,17.365,15.6811579,17.82,16.78,17.51,14.3,14.81,8.8,10.79,11.02,11.77
13076137,Tessenow,,,,,,,,,,,,,,,,,,,,,,,7.65,8.33
13076138,Tessin b. Boizenburg,945.0,19.64,19.64,39.41,-0.85,74.61,76.38,72.87,100.0,100.0,100.0,9.83,51.2,-9999.0,15.0503333,6.38,10.99,16.86,11.26,14.18,11.3,11.46,11.73,11.02
13076139,Toddin,,,,,,,,,,,,,,,,,,,,,,,15.57,9.23
13076140,Tramm,811.0,56.76,0.25,21.01,-1.01,66.21,64.2,68.05,100.0,94.4,69.2,10.28,24.08,19.095,12.2998077,7.3,12.01,14.52,11.64,25.47,7.5,11.0,12.41,11.35
13076141,Uelitz,741.0,54.77,0.0,32.54,2.42,73.86,78.23,69.81,100.0,100.0,99.8,4.71,18.15,20.425,22.883,4.86,4.86,18.14,14.57,16.81,3.0,14.59,13.52,4.1
13076142,Vellahn,1543.0,16.42,8.28,26.13,0.48,74.01,73.73,74.26,100.0,99.3,97.1,8.02,46.03,9.84,21.4914835,7.94,8.45,18.69,7.73,17.37,8.4,8.72,13.13,11.47
13076143,Vielank,851.0,57.66,0.0,16.08,-0.82,73.34,72.08,74.53,100.0,87.6,83.5,13.39,25.22,9.69,27.5162162,15.31,15.31,17.18,17.54,19.6,13.7,14.22,12.23,14.6
13076145,Warlitz,560.0,93.62,0.53,19.2,1.5,72.73,71.81,73.65,100.0,100.0,94.3,7.8,44.04,16.67,13.9693548,12.12,12.35,16.74,12.53,22.13,7.5,12.17,14.65,12.13
13076146,Warlow,875.0,0.0,0.0,35.08,0.46,75.35,80.45,70.97,100.0,100.0,98.8,4.73,35.06,18.03,10.3184211,4.18,5.25,10.06,8.33,7.71,5.0,8.31,10.98,8.16
13076147,Warsow,754.0,73.41,73.41,44.18,0.31,76.51,76.1,76.92,100.0,100.0,100.0,9.39,18.71,16.68,20.4679412,8.03,9.87,9.87,12.17,17.53,7.3,9.67,16.26,6.99
13076148,Weitendorf,1002.0,73.3,73.3,8.77,-0.47,59.41,60.0,58.82,100.0,88.7,39.9,8.18,34.07,13.5,18.9126087,8.71,8.72,11.13,9.35,33.55,8.5,8.68,8.37,9.4
13076151,Werder,848.0,77.3,72.34,18.44,-0.69,66.67,66.96,66.35,100.0,100.0,99.1,10.1,46.34,24.72,22.2014815,8.77,13.92,13.57,23.67,12.22,13.0,10.93,8.99,11.43
13076152,"Wittenburg, Stadt",1275.0,8.35,2.79,79.92,0.3,75.26,73.41,76.92,100.0,98.7,97.5,6.44,36.68,7.03,16.1443814,7.8,7.13,8.14,6.93,7.37,6.7,6.87,14.8,8.2
13076153,Wittendörp,874.0,78.28,74.88,27.78,-0.08,75.39,75.67,75.13,100.0,99.3,83.1,10.78,35.29,10.32,21.3295492,11.16,10.34,10.46,9.44,10.73,9.9,10.41,15.0,8.73
13076154,Wittenförden,1497.0,96.15,21.49,202.61,-0.46,69.48,73.5,65.4,100.0,100.0,100.0,3.26,16.02,10.02,16.9231373,3.48,10.63,11.1,9.93,11.16,3.2,11.33,15.34,9.33
13076155,Witzin,541.0,84.65,42.08,24.37,1.11,59.77,62.6,57.04,100.0,100.0,91.2,7.99,25.44,9.85,24.6683871,9.77,8.55,8.55,9.07,23.2,8.4,8.79,4.99,8.18
13076156,Wöbbelin,728.0,95.02,0.25,39.69,0.33,84.23,89.05,79.58,100.0,100.0,100.0,7.4,24.02,12.29,13.2804651,2.96,9.99,12.96,3.13,9.97,2.0,8.01,11.08,8.74
13076158,Zapel,621.0,86.39,53.25,36.2,-1.04,68.68,75.2,62.86,100.0,100.0,100.0,4.94,24.51,21.27,6.6412,7.61,6.07,7.56,4.7,28.41,2.4,5.72,11.22,5.03
13076159,"Zarrentin am Schaalsee, Stadt",1331.0,74.56,28.31,59.67,1.1,76.01,72.55,79.14,100.0,98.6,93.9,7.43,32.49,5.6,26.462439,7.85,8.29,15.93,6.56,9.04,7.6,7.92,12.83,11.67
13076160,Ziegendorf,611.0,62.95,0.0,17.75,1.69,64.08,61.96,66.01,100.0,100.0,94.1,8.5,40.24,20.8,24.1348837,10.82,12.37,21.62,11.32,20.33,3.1,10.22,6.01,9.05
13076161,Zierzow,767.0,95.57,0.0,28.58,2.88,70.28,66.67,73.45,100.0,99.6,88.4,9.67,40.6,14.03,20.8911765,5.83,8.87,18.67,10.39,13.42,8.7,10.38,7.0,8.1
13076162,Zölkow,976.0,94.74,4.97,19.2,-0.94,67.16,74.41,61.3,100.0,100.0,94.8,8.93,33.1,21.64,15.4627119,9.16,14.16,15.84,14.74,23.48,9.6,12.69,8.89,15.28
13076163,Zülow,723.0,83.61,83.61,18.93,-1.63,65.71,63.41,68.97,100.0,100.0,83.9,10.74,20.49,15.29,24.0107692,5.57,5.57,5.57,13.95,18.25,3.9,11.02,16.65,3.74
13076164,Obere Warnow,815.0,93.98,12.57,17.32,1.1,63.77,59.57,67.77,100.0,100.0,99.8,10.88,38.07,17.34,15.4521739,9.43,12.18,18.05,16.16,17.45,12.5,15.37,9.42,14.98
13076165,Gehlsbach,552.0,77.43,50.0,16.72,1.81,71.76,64.78,77.9,100.0,98.6,97.9,15.12,38.8,30.36,27.450678,15.11,15.11,16.11,23.97,16.21,13.7,15.82,9.61,14.22
13076166,Ganzlin,1185.0,78.54,71.84,15.85,-0.76,68.58,67.31,69.81,100.0,98.6,96.0,10.29,28.96,30.29,18.8537383,12.99,14.06,25.37,14.19,24.73,11.0,11.19,10.26,15.21
